name,position,now_cost,predicted_rating
Shola Shoretire,FWD,44,0
Rasmus Højlund,FWD,68,7
Joe Hugill,FWD,45,0
Alexander Isak,FWD,76,23
Callum Wilson,FWD,79,19
Ben Parkinson,FWD,45,0
Michael Ndiweni,FWD,45,0
Taiwo Awoniyi,FWD,63,14
Emmanuel Dennis,FWD,48,0
Sam Surridge,FWD,45,0
Hwang Ui-jo,FWD,44,0
Chris Wood,FWD,49,17
Divock Origi,FWD,50,2
Cameron Archer,FWD,46,15
Rhian Brewster,FWD,49,2
Daniel Jebbison,FWD,48,0
Oliver McBurnie,FWD,54,7
Iliman Ndiaye,FWD,55,0
William Osula,FWD,43,0
Bénie Traoré,FWD,52,2
Louie Marsh,FWD,45,0
Antwoine Hackford,FWD,45,0
Harry Kane,FWD,125,0
Dane Scarlett,FWD,45,0
Alejo Véliz,FWD,54,1
Jamie Donley,FWD,45,0
Michail Antonio,FWD,57,12
Danny Ings,FWD,56,2
Divin Mubama,FWD,43,1
Gianluca Scamacca,FWD,60,0
Fábio Silva,FWD,53,1
Sasa Kalajdzic,FWD,49,6
Matheus Santos Carneiro Da Cunha,FWD,58,27
Nathan Fraser,FWD,45,0
Mohamed Elneny,MID,44,2
Fábio Ferreira Vieira,MID,54,8
Kai Havertz,MID,71,18
Jorge Luiz Frello Filho,MID,53,6
Marcus Oliveira Alencar,MID,45,0
Gabriel Martinelli Silva,MID,77,21
Martin Ødegaard,MID,84,30
Thomas Partey,MID,48,4
Nicolas Pépé,MID,49,0
Bukayo Saka,MID,90,40
Emile Smith Rowe,MID,53,4
Leandro Trossard,MID,65,17
Granit Xhaka,MID,60,0
Declan Rice,MID,54,25
Reiss Nelson,MID,48,3
Charles Sagoe,MID,45,0
Bradley Ibrahim,MID,45,0
Myles Lewis-Skelly,MID,45,0
Leon Bailey,MID,56,23
Emiliano Buendía Stati,MID,57,0
Philippe Coutinho Correia,MID,58,1
Leander Dendoncker,MID,49,2
Douglas Luiz Soares de Paulo,MID,55,30
Tim Iroegbunam,MID,44,0
Boubacar Kamara,MID,50,13
John McGinn,MID,55,26
Jaden Philogene-Bidace,MID,45,0
Jacob Ramsey,MID,59,6
Morgan Sanson,MID,45,0
Youri Tielemans,MID,56,10
Bertrand Traoré,MID,50,1
Moussa Diaby,MID,66,27
Omari Kellyman,MID,45,0
Nicolò Zaniolo,MID,54,5
Tommi O'Reilly,MID,45,0
Jaidon Anthony,MID,49,0
Philip Billing,MID,52,18
David Brooks,MID,48,7
Ryan Christie,MID,50,17
Lewis Cook,MID,50,11
Siriki Dembélé,MID,45,0
Gavin Kilkenny,MID,43,0
Justin Kluivert,MID,46,10
Jamal Lowe,MID,49,0
Emiliano Marcondes,MID,43,0
Dango Ouattara,MID,47,5
Ben Pearson,MID,45,0
Joe Rothwell,MID,48,4
Marcus Tavernier,MID,54,19
Hamed Traorè,MID,47,2
Alex Scott,MID,49,2
Tyler Adams,MID,49,0
Luis Sinisterra,MID,55,8
Shandon Baptiste,MID,43,5
Mads Bidstrup,MID,45,0
Sergi Canós Tenés,MID,50,0
Mikkel Damsgaard,MID,48,3
Josh Dasilva,MID,47,0
Vitaly Janelt,MID,53,15
Mathias Jensen,MID,54,18
Keane Lewis-Potter,MID,47,9
Bryan Mbeumo,MID,68,33
Christian Nørgaard,MID,54,19
Frank Onyeka,MID,49,8
Kevin Schade,MID,53,7
Ryan Trevitt,MID,45,0
Yegor Yarmoliuk,MID,44,5
Michael Olakigbe,MID,45,2
Ethan Brierley,MID,45,0
Saman Ghoddos,MID,45,7
Myles Peart-Harris,MID,45,0
Simon Adingra,MID,50,21
Steven Alzate,MID,44,0
Yasin Ayari,MID,45,0
Facundo Buonanotte,MID,47,6
Mahmoud Dahoud,MID,48,6
Julio Enciso,MID,51,4
Billy Gilmour,MID,49,15
Pascal Groß,MID,64,31
Kacper Kozłowski,MID,45,0
Adam Lallana,MID,49,6
Solly March,MID,61,15
James Milner,MID,48,7
Kaoru Mitoma,MID,65,25
Jakub Moder,MID,44,2
Jeremy Sarmiento Morante,MID,45,0
Jack Hinshelwood,MID,45,8
Carlos Baleba,MID,45,6
Anssumane Fati Vieira,MID,64,9
Benicio Baker-Boaitey,MID,45,1
Joshua Duffus,MID,44,0
Luca Barrington,MID,45,0
Enock Agyei,MID,43,0
Samuel Bastien,MID,49,0
Manuel Benson Hedilazio,MID,52,2
Josh Brownhill,MID,47,18
Darko Churlinov,MID,44,0
Jack Cork,MID,48,0
Dara Costelloe,MID,45,0
Josh Cullen,MID,50,8
Jóhann Berg Gudmundsson,MID,48,10
Scott Twine,MID,49,0
Anass Zaroury,MID,47,1
Sander Berge,MID,47,15
Nathan Redmond,MID,48,4
Luca Koleosho,MID,49,12
Jacob Bruun Larsen,MID,49,11
Wilson Odobert,MID,50,13
Aaron Ramsey,MID,50,4
Han-Noah Massengo,MID,50,0
Mike Trésor,MID,54,6
Moisés Caicedo Corozo,MID,46,11
Carney Chukwuemeka,MID,42,3
Enzo Fernández,MID,48,18
Conor Gallagher,MID,54,19
Noni Madueke,MID,53,3
Mykhailo Mudryk,MID,63,16
Christian Pulisic,MID,55,0
Raheem Sterling,MID,71,31
Hakim Ziyech,MID,54,0
Cole Palmer,MID,56,29
Ângelo Gabriel Borges Damaceno,MID,50,0
Ian Maatsen,MID,51,4
Lesley Ugochukwu,MID,44,4
Roméo Lavia,MID,49,0
Diego Manuel Jadon da Silva Moreira,MID,45,0
Alex Matos,MID,45,0
Leo Castledine,MID,45,0
Naouirou Ahamada,MID,43,3
Jordan Ayew,MID,54,19
Cheick Doucouré,MID,49,11
Malcolm Ebiowei,MID,45,0
Eberechi Eze,MID,60,17
Will Hughes,MID,49,10
Jefferson Lerma Solís,MID,47,13
Michael Olise,MID,58,13
Jairo Riedewald,MID,44,3
Jeffrey Schlupp,MID,49,15
Matheus França de Oliveira,MID,49,2
Jesurun Rak-Sakyi,MID,45,3
David Ozoh,MID,45,2
Jadan Raymond,MID,45,0
André Tavares Gomes,MID,44,3
Dele Alli,MID,48,0
Abdoulaye Doucouré,MID,55,29
James Garner,MID,49,19
Jean-Philippe Gbamin,MID,44,0
Demarai Gray,MID,53,0
Idrissa Gueye,MID,48,11
Dwight McNeil,MID,54,21
Amadou Onana,MID,47,14
Arnaut Danjuma Groeneveld,MID,52,7
Lewis Dobbin,MID,45,5
Tyler Onyango,MID,45,0
Jack Harrison,MID,55,15
Mackenzie Hunt,MID,45,0
Jenson Metcalfe,MID,45,0
Alex Iwobi,MID,53,19
Andreas Hoelgebaum Pereira,MID,53,21
Tom Cairney,MID,49,15
Ivan Neves Abreu Cavaleiro,MID,50,0
Bobby De Cordova-Reid,MID,54,15
Tyrese Francois,MID,44,0
Anthony Knockaert,MID,44,0
Saša Lukić,MID,43,5
João Palhinha Gonçalves,MID,50,17
Harrison Reed,MID,46,10
Harry Wilson,MID,53,18
Willian Borges da Silva,MID,53,21
Matthew Dibley-Dias,MID,45,0
Adama Traoré,MID,49,2
Luke Harris,MID,45,0
Stefan Bajcetic,MID,47,0
Diogo Teixeira da Silva,MID,77,18
Harvey Elliott,MID,48,10
Fabio Henrique Tavares,MID,50,0
Jordan Henderson,MID,50,0
Curtis Jones,MID,49,6
Luis Díaz,MID,74,18
Alexis Mac Allister,MID,58,12
Mohamed Salah,MID,133,53
Dominik Szoboszlai,MID,71,26
Thiago Alcántara do Nascimento,MID,48,0
Bobby Clark,MID,44,0
Ben Doak,MID,44,0
James McConnell,MID,44,0
Wataru Endo,MID,54,8
Ryan Gravenberch,MID,50,7
Treymaurice Nyoni,MID,45,0
Albert Sambi Lokonga,MID,49,3
Marvelous Nakamba,MID,44,11
Luke Berry,MID,47,1
Allan Campbell,MID,49,0
Jordan Clark,MID,48,2
Luke Freeman,MID,49,0
Carlos Mendes Gomes,MID,45,0
Fred Onyedinma,MID,50,0
Dion Pereira,MID,44,0
Glen Rea,MID,44,0
Elliot Thorpe,MID,45,0
Louie Watson,MID,44,0
Pelly Ruddock Mpanzu,MID,47,6
Tahith Chong,MID,48,8
Ross Barkley,MID,49,12
Andros Townsend,MID,50,12
Jayden Luker,MID,45,0
Zack Nelson,MID,45,0
Bernardo Veiga de Carvalho e Silva,MID,64,26
Oscar Bobb,MID,44,4
Shea Charles,MID,45,0
Kevin De Bruyne,MID,102,0
Phil Foden,MID,76,30
Jack Grealish,MID,72,16
Mateo Kovačić,MID,47,9
Riyad Mahrez,MID,75,0
Máximo Perrone,MID,44,0
Kalvin Phillips,MID,47,2
Rodrigo Hernandez,MID,56,25
Matheus Luiz Nunes,MID,48,6
Jérémy Doku,MID,65,19
Mahamadou Susoho,MID,45,0
Mason Mount,MID,68,5
Amad Diallo,MID,44,0
Antony Matheus dos Santos,MID,68,10
Bruno Borges Fernandes,MID,82,28
Carlos Henrique Casimiro,MID,53,12
Christian Eriksen,MID,58,12
Frederico Rodrigues de Paula Santos,MID,50,0
Alejandro Garnacho,MID,47,14
Hannibal Mejbri,MID,44,4
Kobbie Mainoo,MID,44,4
Scott McTominay,MID,49,23
Facundo Pellistri Rebollo,MID,43,5
Marcus Rashford,MID,85,18
Jadon Sancho,MID,67,1
Donny van de Beek,MID,47,0
Omari Forson,MID,44,0
Daniel Gore,MID,45,0
Sofyan Amrabat,MID,50,6
Miguel Almirón Rejala,MID,62,21
Elliot Anderson,MID,42,8
Bruno Guimarães Rodriguez Moura,MID,58,21
Ryan Fraser,MID,49,0
Anthony Gordon,MID,62,34
Isaac Hayden,MID,44,0
Jeff Hendrick,MID,44,0
Joelinton Cássio Apolinário de Lira,MID,58,15
Garang Kuol,MID,45,0
Sean Longstaff,MID,49,17
Jacob Murphy,MID,48,9
Matt Ritchie,MID,44,2
Allan Saint-Maximin,MID,60,0
Sandro Tonali,MID,52,7
Joe Willock,MID,53,3
Harvey Barnes,MID,62,6
Lewis Miley,MID,45,10
Amadou Diallo,MID,45,0
Andrey Nascimento dos Santos,MID,43,0
Callum Hudson-Odoi,MID,47,8
Anthony Elanga,MID,50,22
Brandon Aguilera Zamora,MID,45,0
Harry Arter,MID,43,0
Josh Bowler,MID,45,0
Danilo dos Santos de Oliveira,MID,53,5
Remo Freuler,MID,49,0
Morgan Gibbs-White,MID,57,23
Cheikhou Kouyaté,MID,48,4
Orel Mangala,MID,50,14
Alex Mighten,MID,44,0
Lewis O'Brien,MID,49,0
Braian Ojeda Rodríguez,MID,45,0
Gustavo Henrique Furtado Scarpa,MID,45,0
Jonjo Shelvey,MID,48,0
Ryan Yates,MID,48,8
Nicolás Domínguez,MID,50,10
Ibrahim Sangaré,MID,49,7
James McAtee,MID,44,14
Ismaila Coulibaly,MID,44,0
John Fleck,MID,49,2
Oliver Norwood,MID,48,13
Ben Osborn,MID,48,3
Anis Slimane,MID,47,3
Vini de Souza Costa,MID,50,12
Andre Brooks,MID,44,4
Gustavo Hamer,MID,50,17
Tom Davies,MID,50,0
Ryan Oné,MID,45,0
Sydie Peck,MID,45,0
Brennan Johnson,MID,58,17
Rodrigo Bentancur,MID,54,1
Yves Bissouma,MID,50,12
Bryan Gil Salvatierra,MID,49,3
Pierre-Emile Højbjerg,MID,52,8
Dejan Kulusevski,MID,72,33
Giovani Lo Celso,MID,48,10
James Maddison,MID,78,27
Tanguy Ndombélé Alvaro,MID,44,0
Richarlison de Andrade,MID,67,23
Pape Matar Sarr,MID,45,18
Oliver Skipp,MID,46,6
Son Heung-min,MID,98,46
Manor Solomon,MID,51,6
Yago de Santiago Alonso,MID,45,0
Saïd Benrahma,MID,56,7
Jarrod Bowen,MID,78,39
Maxwel Cornet,MID,52,0
Conor Coventry,MID,44,0
Flynn Downes,MID,50,0
Pablo Fornals Malla,MID,46,6
Lucas Tolentino Coelho de Lima,MID,60,24
Tomáš Souček,MID,49,23
Nikola Vlašić,MID,45,0
Edson Álvarez Velázquez,MID,50,12
James Ward-Prowse,MID,60,29
Mohammed Kudus,MID,68,27
Tommy Doyle,MID,44,5
Francisco Jorge Tomás Oliveira,MID,45,0
Luke Cundle,MID,45,0
Gonçalo Manuel Ganchinho Guedes,MID,54,0
Joe Hodge,MID,44,0
Hwang Hee-chan,MID,57,30
João Victor Gomes da Silva,MID,49,12
Bruno Cavaco Jordão,MID,43,0
Mario Lemina,MID,49,20
Pedro Lomba Neto,MID,56,18
Daniel Castelo Podence,MID,53,0
Pablo Sarabia,MID,47,15
Boubacar Traoré,MID,43,4
Enso González,MID,50,0
Jean-Ricner Bellegarde,MID,49,8
Matthew Whittingham,MID,45,0
Tawanda Chirewa,MID,45,0
Owen Hesketh,MID,45,0
Ty Barnett,MID,45,0
Cédric Alves Soares,DEF,39,1
Gabriel dos Santos Magalhães,DEF,49,28
Jakub Kiwior,DEF,43,7
William Saliba,DEF,55,34
Kieran Tierney,DEF,44,1
Takehiro Tomiyasu,DEF,45,17
Benjamin White,DEF,56,33
Oleksandr Zinchenko,DEF,52,34
Jurriën Timber,DEF,46,2
Reuell Walters,DEF,40,1
Alexandre Moreno Lopera,DEF,50,6
Matty Cash,DEF,47,25
Calum Chambers,DEF,39,1
Diego Carlos Santos Silva,DEF,44,14
Lucas Digne,DEF,47,28
Kortney Hause,DEF,39,1
Ezri Konsa Ngoyo,DEF,46,24
Tyrone Mings,DEF,41,2
Pau Torres,DEF,47,25
Clément Lenglet,DEF,45,3
Ryan Fredericks,DEF,43,1
James Hill,DEF,40,2
Lloyd Kelly,DEF,45,12
Chris Mepham,DEF,43,3
Marcos Senesi,DEF,45,24
Adam Smith,DEF,44,13
Illia Zabarnyi,DEF,44,22
Milos Kerkez,DEF,44,17
Ben Greenwood,DEF,40,1
Max Aarons,DEF,44,14
Kristoffer Ajer,DEF,45,12
Mads Bech Sørensen,DEF,40,1
Nathan Collins,DEF,45,20
Charlie Goode,DEF,39,1
Rico Henry,DEF,43,8
Aaron Hickey,DEF,44,9
Ben Mee,DEF,48,12
Ethan Pinnock,DEF,46,25
Mads Roerslev Rasmussen,DEF,44,10
Mathias Jorgensen,DEF,43,3
Ji-Soo Kim,DEF,40,1
Valintino Adedokun,DEF,40,1
Lewis Dunk,DEF,50,14
Pervis Estupiñán,DEF,49,13
Michał Karbownik,DEF,40,1
Tariq Lamptey,DEF,40,5
Jan Paul van Hecke,DEF,40,13
Joël Veltman,DEF,44,13
Adam Webster,DEF,42,7
Igor Julio dos Santos de Paulo,DEF,43,8
Ben Jackson,DEF,40,1
Leigh Kavanagh,DEF,40,1
Ameen Al-Dakhil,DEF,39,7
Jordan Beyer,DEF,40,16
CJ Egan-Riley,DEF,39,1
Hjalmar Ekdal,DEF,39,3
Luke McNally,DEF,40,1
Dara O'Shea,DEF,44,16
Connor Roberts,DEF,43,7
Charlie Taylor,DEF,40,18
Bobby Thomas,DEF,40,1
Victor da Silva,DEF,44,12
Owen Dodgson,DEF,40,1
Hannes Delcroix,DEF,40,5
Ethan Ampadu,DEF,40,1
César Azpilicueta,DEF,45,1
Abdul Rahman Baba,DEF,40,1
Benoît Badiashile,DEF,44,9
Trevoh Chalobah,DEF,43,1
Ben Chilwell,DEF,54,8
Levi Colwill,DEF,46,24
Marc Cucurella Saseta,DEF,48,9
Wesley Fofana,DEF,44,1
Malo Gusto,DEF,41,14
Reece James,DEF,53,7
Malang Sarr,DEF,43,1
Thiago Emiliano da Silva,DEF,50,25
Axel Disasi,DEF,49,24
Bashir Humphreys,DEF,40,1
Alfie Gilchrist,DEF,40,1
Josh Brooking,DEF,40,1
Rob Holding,DEF,43,1
Joachim Andersen,DEF,49,32
Nathaniel Clyne,DEF,44,8
Marc Guéhi,DEF,45,25
Tyrick Mitchell,DEF,47,27
Jake O'Brien,DEF,40,1
Chris Richards,DEF,39,7
James Tomkins,DEF,40,2
Joel Ward,DEF,45,20
Tayo Adaramola,DEF,40,1
Jarrad Branthwaite,DEF,41,23
Seamus Coleman,DEF,44,4
Ben Godfrey,DEF,43,4
Mason Holgate,DEF,40,1
Michael Keane,DEF,43,8
Vitalii Mykolenko,DEF,46,29
Nathan Patterson,DEF,44,16
James Tarkowski,DEF,45,35
Ashley Young,DEF,44,16
Elijah Campbell,DEF,40,1
Issa Diop,DEF,44,14
Terence Kongolo,DEF,40,1
Kevin Mbabu,DEF,40,1
Tim Ream,DEF,45,19
Antonee Robinson,DEF,44,25
Kenny Tete,DEF,44,11
Tosin Adarabioyo,DEF,43,12
Calvin Bassey,DEF,44,13
Luc De Fougerolles,DEF,40,1
Timothy Castagne,DEF,45,21
Fodé Ballo-Touré,DEF,45,2
Devan Tanton,DEF,40,1
Trent Alexander-Arnold,DEF,83,43
Joe Gomez,DEF,45,17
Ibrahima Konaté,DEF,49,18
Joel Matip,DEF,49,12
Nathaniel Phillips,DEF,40,1
Andrew Robertson,DEF,64,15
Konstantinos Tsimikas,DEF,48,19
Sepp van den Berg,DEF,40,1
Virgil van Dijk,DEF,62,31
Jarell Quansah,DEF,40,4
Luke Chambers,DEF,40,1
Callum Scanlon,DEF,40,1
Conor Bradley,DEF,40,1
Mads Juel Andersen,DEF,39,8
Amari'i Bell,DEF,39,12
Reece Burke,DEF,40,6
Alfie Doughty,DEF,44,19
Gabriel Osho,DEF,44,11
Dan Potts,DEF,39,1
Teden Mengi,DEF,39,12
Ryan Giles,DEF,43,7
Tom Lockyer,DEF,43,14
Issa Kaboré,DEF,40,12
Aidan Francis-Clarke,DEF,40,1
Joseph Johnson,DEF,40,1
Manuel Akanji,DEF,49,22
Nathan Aké,DEF,50,20
João Cancelo,DEF,58,1
Rúben Gato Alves Dias,DEF,55,19
Aymeric Laporte,DEF,49,2
Rico Lewis,DEF,43,13
Sergio Gómez,DEF,39,4
John Stones,DEF,53,9
Kyle Walker,DEF,53,25
Joško Gvardiol,DEF,48,18
Alex Telles,DEF,45,1
Brandon Williams,DEF,40,1
Eric Bailly,DEF,40,1
Diogo Dalot Teixeira,DEF,51,29
Álvaro Fernández Carreras,DEF,40,1
Victor Lindelöf,DEF,45,21
Harry Maguire,DEF,42,18
Tyrell Malacia,DEF,43,1
Lisandro Martínez,DEF,47,5
Raphaël Varane,DEF,49,14
Luke Shaw,DEF,52,14
Aaron Wan-Bissaka,DEF,44,14
Sergio Reguilón,DEF,44,10
Jonny Evans,DEF,40,16
Willy Kambwala,DEF,40,2
Rhys Bennett,DEF,40,1
Lewis Hall,DEF,43,3
Harrison Ashby,DEF,40,1
Sven Botman,DEF,45,14
Dan Burn,DEF,44,26
Emil Krafth,DEF,44,6
Jamaal Lascelles,DEF,42,22
Jamal Lewis,DEF,40,1
Javier Manquillo Gaitán,DEF,40,1
Fabian Schär,DEF,53,29
Matt Targett,DEF,42,3
Kieran Trippier,DEF,69,39
Kell Watts,DEF,40,1
Paul Dummett,DEF,39,2
Tino Livramento,DEF,44,13
Alex Murphy,DEF,39,2
Nuno Varela Tavares,DEF,40,2
Serge Aurier,DEF,45,13
Giulian Biancone,DEF,39,1
Willy Boly,DEF,45,19
Steve Cook,DEF,45,1
Mohamed Dräger,DEF,40,1
Felipe Augusto de Almeida Monteiro,DEF,44,3
Richie Laryea,DEF,45,1
Loïc Mbe Soh,DEF,40,1
Scott McKenna,DEF,44,8
Moussa Niakhaté,DEF,45,10
Jonathan Panzo,DEF,40,1
Omar Richards,DEF,44,1
Harry Toffolo,DEF,44,19
Neco Williams,DEF,43,8
Joe Worrall,DEF,44,8
Olu Aina,DEF,45,15
Josh Powell,DEF,40,1
Gonzalo Montiel,DEF,44,3
Murillo Santiago Costa dos Santos,DEF,45,14
Andrew Omobamidele,DEF,45,1
Auston Trusty,DEF,39,10
Anel Ahmedhodžić,DEF,43,10
George Baldock,DEF,39,9
Chris Basham,DEF,39,5
Jayden Bogle,DEF,45,15
John Egan,DEF,43,3
Max Lowe,DEF,43,4
Rhys Norrington-Davies,DEF,39,1
Jack Robinson,DEF,44,17
Yasser Larouci,DEF,43,4
Femi Seriki,DEF,40,1
Luke Thomas,DEF,40,6
Jili Buyabu,DEF,40,1
Ben Davies,DEF,43,12
Eric Dier,DEF,42,3
Emerson Leite de Souza Junior,DEF,44,12
Pedro Porro,DEF,56,35
Ivan Perišić,DEF,47,5
Joe Rodon,DEF,40,1
Cristian Romero,DEF,50,30
Davinson Sánchez,DEF,44,2
Ryan Sessegnon,DEF,44,1
Djed Spence,DEF,40,1
Japhet Tanganga,DEF,40,1
Destiny Udogie,DEF,48,22
Micky van de Ven,DEF,44,22
Ashley Phillips,DEF,40,1
Alfie Dorrington,DEF,40,1
Nayef Aguerd,DEF,45,17
Vladimír Coufal,DEF,46,27
Aaron Cresswell,DEF,42,3
Emerson Palmieri dos Santos,DEF,45,22
Ben Johnson,DEF,44,2
Thilo Kehrer,DEF,43,2
Kurt Zouma,DEF,45,20
Angelo Ogbonna,DEF,43,3
Konstantinos Mavropanos,DEF,45,5
Rayan Aït-Nouri,DEF,45,12
Bendegúz Bolla,DEF,40,1
Hugo Bueno López,DEF,44,9
Craig Dawson,DEF,45,20
Ki-Jana Hoever,DEF,40,1
Jonathan Castro Otto,DEF,43,2
Max Kilman,DEF,45,19
Nélson Cabral Semedo,DEF,45,17
Toti António Gomes,DEF,44,15
Matt Doherty,DEF,43,9
Santiago Bueno,DEF,45,3
Justin Hubner,DEF,40,1
Aaron Ramsdale,GKP,46,12
Rúnar Alex Rúnarsson,GKP,40,1
David Raya Martin,GKP,49,40
Karl Hein,GKP,40,1
Emiliano Martínez Romero,GKP,52,66
Robin Olsen,GKP,39,3
Viljami Sinisalo,GKP,40,1
Filip Marschall,GKP,40,1
Oliwier Zych,GKP,40,1
Sam Proctor,GKP,40,1
Norberto Murara Neto,GKP,46,59
Darren Randolph,GKP,40,1
Mark Travers,GKP,40,1
Ionuț Radu,GKP,44,4
Ellery Balcombe,GKP,39,1
Matthew Cox,GKP,40,1
Mark Flekken,GKP,45,52
Thomas Strakosha,GKP,39,5
Vincent Angelini,GKP,40,1
Tom McGill,GKP,39,1
Kjell Scherpen,GKP,40,1
Jason Steele,GKP,42,28
Bart Verbruggen,GKP,44,33
Denis Franchi,GKP,39,1
Arijanet Muric,GKP,43,1
Bailey Peacock-Farrell,GKP,40,1
Lawrence Vigouroux,GKP,39,1
James Trafford,GKP,45,61
Robert Sánchez,GKP,46,62
Kepa Arrizabalaga,GKP,50,1
Marcus Bettinelli,GKP,40,0
Gabriel Słonina,GKP,40,1
Lucas Bergström,GKP,40,1
Eddie Beach,GKP,40,1
Djordje Petrovic,GKP,45,9
Vicente Guaita,GKP,44,1
Sam Johnstone,GKP,45,58
Remi Matthews,GKP,39,2
Joe Whitworth,GKP,39,1
Dean Henderson,GKP,44,10
Jordan Pickford,GKP,44,68
João Neves Virgínia,GKP,39,1
Andy Lonergan,GKP,39,1
Bernd Leno,GKP,48,71
Marek Rodák,GKP,39,0
Steven Benda,GKP,40,1
Adrián San Miguel del Castillo,GKP,39,1
Alisson Ramses Becker,GKP,56,71
Caoimhin Kelleher,GKP,38,9
Marcelo de Araújo Pitaluga Filho,GKP,40,1
Matt Macey,GKP,40,1
James Shea,GKP,43,1
Jack Walton,GKP,40,1
Thomas Kaminski,GKP,45,52
Tim Krul,GKP,44,1
Scott Carson,GKP,39,1
Ederson Santana de Moraes,GKP,55,56
Stefan Ortega Moreno,GKP,38,4
Zack Steffen,GKP,39,1
Tom Heaton,GKP,40,1
André Onana,GKP,48,70
Radek Vítek,GKP,40,1
Altay Bayindir,GKP,40,1
Karl Darlow,GKP,40,1
Martin Dubravka,GKP,42,16
Mark Gillespie,GKP,39,1
Nick Pope,GKP,54,59
Loris Karius,GKP,39,1
Matt Turner,GKP,39,53
Wayne Hennessey,GKP,40,1
Ethan Horvath,GKP,43,1
George Shelvey,GKP,40,1
Odysseas Vlachodimos,GKP,45,14
Jordan Amissah,GKP,39,1
Adam Davies,GKP,40,1
Wes Foderingham,GKP,45,53
Brandon Austin,GKP,39,1
Fraser Forster,GKP,39,1
Hugo Lloris,GKP,48,1
Guglielmo Vicario,GKP,53,63
Alfie Whiteman,GKP,39,1
Alphonse Areola,GKP,42,57
Lukasz Fabianski,GKP,42,13
Joseph Anang,GKP,40,1
Daniel Bentley,GKP,39,12
Tom King,GKP,39,1
José Malheiro de Sá,GKP,50,50
Matija Šarkić,GKP,40,1
